fator_ponderacao,sexo,faixa_idade,estado,municipio_condicao,regiao,classe_economica,alfabetizado,escolaridade,grau_escolaridade,grau_instrucao_chefe_familia,raca,religiao,orientacao_politica_esquerda_direita_centro,origem_agua_domicilio,condicao_trecho_rua_domicilio,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,opniao_meio_ambiente_ou_economia,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,,,,,,,,
1.106964,Feminino,45 a 59 anos,PR,Interior,Sul,C2,Sim,6ª série ou 7º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Parda,É religioso mas não segue nenhuma / Agnóstico,Mais à direita,Rede Geral de distribuição,Terra/Cascalho,Preocupado(a),Mais ou menos,SINTO MUITO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Sim,Sim,,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Políticos,Madeireiros,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Não sabe,Pior,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
1.45731,Masculino,18 a 24 anos,PR,Interior,Sul,B2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,DESASTRES AMBIENTAIS,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Não sabe,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
1.038747,Feminino,35 a 44 anos,PR,Interior,Sul,C2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Parda,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,NÃO SABE,Sim,Ambos (Esp.),Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Não sabe,Não respondeu,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não sabe,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.106964,Feminino,45 a 59 anos,PR,Interior,Sul,C1,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,O CLIMA DO TEMPO QUE ESTÁ ACABANDO COM TUDO,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Por ação humana,Garimpeiros,Indígenas,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
1.258961,Feminino,60 anos ou +,PR,Interior,Sul,C2,Não,,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Nada preocupado(a),Um pouco,NÃO SABE,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Mais ou menos,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,Empresas e indústrias,,Sim,Não,Não,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não sabe,Sim,,,,,,,,
1.037212,Feminino,35 a 44 anos,PR,Interior,Sul,C1,Sim,Superior completo,Superior,Analfabeto/ Fundamental I incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,"PESSOAS NÃO RECICLAR, QUEIMADAS NA AMAZÔNIA",Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não sabe,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não respondeu,Os cidadãos,Os governos,,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.458476,Feminino,45 a 59 anos,PR,Interior,Sul,A,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Não,Não,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,,,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Grandes produtores rurais,,,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.544673,Masculino,45 a 59 anos,PR,Interior,Sul,B1,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Não,Sim,Sim,Sim,,Sim,Sim,,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Indígenas,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.809193,Masculino,35 a 44 anos,PR,Interior,Sul,C1,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Mais ou menos,DERRETIMENTO DAS GELEIRAS,Não,Causado principalmente pela ação humana,Não,Não,Não,Não,Não,Sim,Sim,,,,,,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Um pouco,Um pouco,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os governos,Os cidadãos,Não,Não,Sim,Não,Não,Não,Não sabe,Sim,Por ação humana,Outros responsáveis,Madeireiros,Pequenos agricultores,Estão iguais,Não concorda nem discorda,Discorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,Sim,,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.994887,Masculino,35 a 44 anos,PR,Interior,Sul,C1,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Não sabe,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Garimpeiros,Não sabe,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Concorda totalmente,Não sabe,Discorda totalmente,Igual,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Sim,Sim,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.258961,Feminino,60 anos ou +,PR,Interior,Sul,C1,Não,,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Parda,Católica Apostólica Romana,Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,TRISTEZA,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Não respondeu,Muito,Muito,Não sabe,Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,,,Não,Sim,Não,,Sim,Não,,,,,,,,,,,,,,,,
0.643617,Feminino,35 a 44 anos,PR,Interior,Sul,B1,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,MUITO CARRO NAS RUAS,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Pequenos agricultores,Grandes produtores rurais,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Não sabe,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,,Não,Sim,Sim,Não,Sim,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.106964,Feminino,45 a 59 anos,PR,Interior,Sul,C2,Sim,5ª série ou 6º ano do Fundamental,Ginásio,Analfabeto/ Fundamental I incompleto,Branca,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Não,Não,Não,Não,Sim,Sim,Sim,,,,,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Pequenos agricultores,Pecuaristas e criadores de animais,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
1.046364,Masculino,45 a 59 anos,PR,Interior,Sul,C2,Sim,7ª série ou 8º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Nada preocupado(a),Mais ou menos,COMPRIMENTO DA PALAVRA DE DEUS,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Não sabe,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,Sim,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,,,,,,,
1.514068,Feminino,45 a 59 anos,PR,Interior,Sul,DE,Sim,1ª série do Ensino Médio,Colegial,Analfabeto/ Fundamental I incompleto,Parda,Testemunha de Jeová,Não respondeu,Poço ou nascente,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,"CALOR, FOGO É O FIM DOS TEMPOS",Sim,Ambos (Esp.),Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Madeireiros,Garimpeiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não sabe,Concorda em parte,Concorda totalmente,Discorda totalmente,Igual,Não,Sim,Não,Sim,Não,Sim,Não,Sim,,Não,,Não,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.285925,Feminino,35 a 44 anos,MT,Capital RM,Centro-Oeste,B2,Sim,1ª série do Ensino Médio,Colegial,Superior completo,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,POLUIÇÃO DE CARROS CO2,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Não,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Igual,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,,,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.038747,Feminino,35 a 44 anos,PR,Capital RM,Sul,C1,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,MUITO CALOR,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",As ONGs de meio ambiente,Empresas e indústrias,Os cidadãos,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Por ação humana,Pequenos agricultores,Madeireiros,Organizações Não Governamentais (ONGs) de meio ambiente,Aumentaram,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Pior,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.502126,Masculino,35 a 44 anos,PR,Interior,Sul,B2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Poço ou nascente,Terra/Cascalho,Muito preocupado(a),Mais ou menos,DIMINUIÇÃO DAS ÁGUAS,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Concorda em parte,Concorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.106964,Feminino,45 a 59 anos,PR,Interior,Sul,C1,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,"MUITO CALOR E MUITO FRIO, FALTA DE ÁGUA",Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não sabe,Sim,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Muito,Muito,Não respondeu,Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Pecuaristas e criadores de animais,Aumentaram,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Pior,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Não,,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.080298,Feminino,25 a 34 anos,PR,Interior,Sul,C2,Sim,3ª série do Ensino Médio,Colegial,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,MUDANÇA DE CLIMA,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Indígenas,Madeireiros,Garimpeiros,Aumentaram,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Discorda totalmente,Melhor,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Nâo respondeu,Sim,,,,,,,,
3.018354,Masculino,60 anos ou +,PR,Interior,Sul,DE,Sim,"Sabe ler/escrever, mas não cursou escola",Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Preta,Católica Apostólica Romana,Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Nada,NÃO SABE,Não sabe,Não sabe,Não,Não,Não,Não,Sim,Sim,Não,,,,,Não sabe,Não sabe,,Não sabe,Não sabe,Não sabe,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,,Não,Não,Não,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe,Não sabe,Não,Não,Não,Não,Não,Sim,Não,Não,,,,,,Não,,,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,,,,,,,
