fator_ponderacao,sexo,faixa_idade,estado,municipio_condicao,regiao,classe_economica,alfabetizado,escolaridade,grau_escolaridade,grau_instrucao_chefe_familia,raca,religiao,orientacao_politica_esquerda_direita_centro,origem_agua_domicilio,condicao_trecho_rua_domicilio,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,opniao_meio_ambiente_ou_economia,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,,,,,,,,
1.037212,Feminino,35 a 44 anos,PR,Interior,Sul,C1,Sim,Superior Incompleto,Superior,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Um pouco,POLUIÇÃO,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Não,Sim,Sim,Não,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",As ONGs de meio ambiente,Os governos,Os cidadãos,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Concorda totalmente,Não concorda nem discorda,Discorda em parte,Concorda em parte,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Não,Não,,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
2.348506,Masculino,18 a 24 anos,PR,Interior,Sul,C1,Sim,3ª série do Ensino Médio,Colegial,Fundamental I completo/Fundamental II incompleto,Amarela,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Rede Geral de distribuição,Terra/Cascalho,Um pouco preocupado(a),Mais ou menos,MATACÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Por ação humana,Indígenas,Madeireiros,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,Sim,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
2.054517,Masculino,45 a 59 anos,CE,Periferia,Nordeste,DE,Não,,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Não respondeu,Católica Apostólica Romana,Não respondeu,Poço ou nascente,Asfaltada/Pavimentada,Não sabe,Um pouco,MEIO AMBIENTE,Sim,Não respondeu,Não sabe,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Mais ou menos,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,,,Sim,Não,Não,Não respondeu,Não respondeu,Não,Não,Sim,Por ação humana,Não respondeu,,,Aumentaram,Concorda totalmente,Concorda totalmente,Não respondeu,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não respondeu,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não respondeu,Não,Sim,Sim,Sim,Não respondeu,Não,Não,,,Não,Sim,Não,,,Sim,Não,Não,Não,Sim,Não,Sim,Nâo respondeu,Nâo respondeu,,,,,,,,
0.686901,Feminino,45 a 59 anos,PR,Interior,Sul,B2,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Médio completo/ Superior incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,PREOCUPANTE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,As ONGs de meio ambiente,Sim,Não,Sim,Não,Não sabe,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Não concorda nem discorda,Concorda em parte,Não concorda nem discorda,Não sabe,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
1.45731,Masculino,18 a 24 anos,PR,Interior,Sul,B2,Sim,2ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Mais ou menos,POLUIÇÃO,Não,Resultado de mudanças naturais do meio ambiente,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Não,Não,Não,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Políticos,Pequenos agricultores,Madeireiros,Aumentaram,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Igual,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,,,Sim,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
0.401074,Masculino,60 anos ou +,PR,Interior,Sul,A,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Mais ou menos,NÃO RESPONDEU,Não,Resultado de mudanças naturais do meio ambiente,Não,Não,Não respondeu,Não respondeu,Não,Não respondeu,Não respondeu,,,,,,,,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Nada,Nada,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Empresas e indústrias,Os governos,Sim,Sim,Não,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.413096,Feminino,45 a 59 anos,PR,Interior,Sul,A,Sim,3ª série do Ensino Médio,Colegial,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Nada,NÃO SABE,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda em parte,Pior,Não,Não,Sim,Sim,Não,Não,Não,Sim,,,Sim,Sim,,,,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,,,,,,,,
0.67013,Masculino,25 a 34 anos,PR,Interior,Sul,B2,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,AMAZÔNIA,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Pecuaristas e criadores de animais,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Sim,Não,Não,Não,,,Sim,Sim,Sim,,,,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.30244,Masculino,35 a 44 anos,PA,Interior,Norte,B1,Sim,Superior completo,Superior,Superior completo,Parda,Outras religiões,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,QUEIMADAS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Grandes produtores rurais,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,,Sim,Sim,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.517878,Masculino,35 a 44 anos,PR,Interior,Sul,B2,Sim,Superior completo,Superior,Superior completo,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Garimpeiros,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,,Sim,,,,Sim,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.517878,Masculino,35 a 44 anos,PR,Interior,Sul,B1,Sim,Superior completo,Superior,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Um pouco,PROCESSO NATURAL,Sim,Ambos (Esp.),Não,Não,Sim,Sim,Sim,Não,Sim,,,Não,Não,Sim,,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Pequenos agricultores,Pecuaristas e criadores de animais,Políticos,Estão iguais,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda em parte,Discorda em parte,Discorda totalmente,Igual,Não,Não,Sim,Sim,Sim,Não,Não,Sim,,,Não,Não,Não,,,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
2.348506,Masculino,18 a 24 anos,PR,Interior,Sul,C1,Sim,1ª série do Ensino Médio,Colegial,Fundamental completo/ Médio incompleto,Parda,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,NÃO SABE,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,As ONGs de meio ambiente,Sim,Não,Não,Não,Não,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda em parte,Igual,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,,,Não,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
1.046364,Masculino,45 a 59 anos,PR,Interior,Sul,C2,Sim,7ª série ou 8º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Não respondeu,Rede Geral de distribuição,Terra/Cascalho,Preocupado(a),Um pouco,FALTA DE ARVORES,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Não sabe,Não,Sim,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,,Sim,Não,Sim,Não,Não sabe,Não,Sim,Sim,Ambos (Esp.),,,,Não sabe,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Melhor,Não,Não,Não,Sim,Sim,Sim,Não,Sim,,,,Não,Sim,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.502126,Masculino,35 a 44 anos,PR,Interior,Sul,B1,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.669362,Feminino,25 a 34 anos,PR,Interior,Sul,B1,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,Mais à direita,Poço ou nascente,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,QUEIMADAS E INDÚSTRIAS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Sim,Não,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Pecuaristas e criadores de animais,Aumentaram,Discorda em parte,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,Não sabe,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
0.67013,Masculino,25 a 34 anos,PR,Interior,Sul,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Mais ou menos,CALOR,Não sabe,Ambos (Esp.),Não,Não,Não,Sim,Sim,Sim,Sim,,,,Não,Não,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os cidadãos,Empresas e indústrias,Os governos,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Por ação humana,Garimpeiros,Madeireiros,Outros responsáveis,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Igual,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
0.601108,Feminino,18 a 24 anos,PR,Interior,Sul,A,Sim,Superior Incompleto,Superior,Superior completo,Branca,Católica Apostólica Romana,Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,INDÚSTRIA,Sim,Causado principalmente pela ação humana,Não respondeu,Não respondeu,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Por ação humana,Madeireiros,Políticos,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não respondeu,Concorda em parte,Concorda totalmente,Concorda totalmente,Não respondeu,Não,Não,Sim,Sim,Não,Não,Sim,Sim,,,Sim,Sim,,,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,
0.998748,Masculino,60 anos ou +,PR,Capital RM,Sul,C1,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,CALOR,Não sabe,Não sabe,Não,Sim,Não,Não,Não,Não,Não,,Não,,,,,,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Nada,Nada,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Organizações Não Governamentais (ONGs) de meio ambiente,Políticos,Madeireiros,Diminuíram,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,Sim,,Não,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,,,,,,,,
1.04709,Masculino,25 a 34 anos,PR,Interior,Sul,C1,Sim,3ª série do Ensino Médio,Colegial,Fundamental completo/ Médio incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,NÃO SABE,Sim,Causado principalmente pela ação humana,Não sabe,Sim,Sim,Sim,Sim,Não,Sim,,Sim,Sim,Sim,Sim,,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Diminuíram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Pior,Não,Não,Sim,Não,Não,Não,Não,Sim,,,Sim,,,,,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.502126,Masculino,35 a 44 anos,PR,Interior,Sul,B2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Terra/Cascalho,Muito preocupado(a),Mais ou menos,SOL ESTRIDENTE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Pequenos agricultores,Garimpeiros,Organizações Não Governamentais (ONGs) de meio ambiente,Estão iguais,Discorda em parte,Discorda em parte,Discorda totalmente,Discorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda em parte,Discorda totalmente,Igual,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Não,Sim,Não,Não,,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.45134,Feminino,18 a 24 anos,PR,Interior,Sul,C2,Sim,Superior Incompleto,Superior,Analfabeto/ Fundamental I incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não sabe,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Pecuaristas e criadores de animais,Madeireiros,Aumentaram,Discorda totalmente,Concorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Discorda em parte,Não concorda nem discorda,Não concorda nem discorda,Concorda em parte,Não concorda nem discorda,Pior,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
0.64457,Feminino,35 a 44 anos,PR,Interior,Sul,B2,Sim,3ª série do Ensino Médio,Colegial,Fundamental completo/ Médio incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,,,Sim,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Não concorda nem discorda,Concorda em parte,Concorda em parte,Não respondeu,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Não,Sim,Não,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
