ID_Ipec,fator_ponderacao,sexo,idade,faixa_idade,estado,municipio,COND,regiao,classe_economica,alfabetizado,escolaridade,raca,religiao,grau,raca,religiao,orientacao_politica_esquerda_direita_centro,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,P1_2_3,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,origem_agua_domicilio,condicao_trecho_rua_domicilio,grau_instrucao_chefe_familia,,,,,,,,
41551978,"0,731379",Feminino,46,45 a 59 anos,GO,APARECIDA DE GOIÂNIA,Interior,Centro-Oeste,C2,Sim,5ª série ou 6º ano do Fundamental,Parda,Outras religiões,Ginásio,Parda,Outras religiões,Não respondeu,Muito preocupado(a),Nada,LIXO NAS RUAS,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não sabe,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Organizações Não Governamentais (ONGs) de meio ambiente,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Não sabe,Concorda totalmente,Concorda em parte,Concorda totalmente,Pior,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41552619,"1,092175",Feminino,37,35 a 44 anos,GO,SENADOR CANEDO,Interior,Centro-Oeste,DE,Sim,6ª série ou 7º ano do Fundamental,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Ginásio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Muito preocupado(a),Mais ou menos,NOS MESMO QUE POLUI,Sim,Causado principalmente pela ação humana,Não respondeu,Não respondeu,Sim,Não,Não,Sim,Sim,,,Sim,,,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os governos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Igual,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,,,,Sim,Não respondeu,,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Outro meio,Asfaltada/Pavimentada,Fundamental I completo/Fundamental II incompleto,,,,,,,,
41552724,"0,314304",Masculino,44,35 a 44 anos,GO,APARECIDA DE GOIÂNIA,Interior,Centro-Oeste,B2,Sim,Superior completo,Preta,Católica Apostólica Romana,Superior,Preta,Católica Apostólica Romana,Mais à esquerda,Muito preocupado(a),Muito,MELHORIA,Não,Causado principalmente pela ação humana,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Indígenas,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,,,,,Sim,,,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41552734,"0,290657",Feminino,47,45 a 59 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,B1,Sim,1ª série do Ensino Médio,Amarela,Católica Apostólica Romana,Colegial,Amarela,Católica Apostólica Romana,Mais à esquerda,Muito preocupado(a),Um pouco,"CALOR, SECA",Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Não,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Discorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Discorda totalmente,Não sabe,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Não,Sim,,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41552895,"0,305515",Masculino,54,45 a 59 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,B1,Sim,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Superior,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Muito preocupado(a),Mais ou menos,MEIO AMBIENTE,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Grandes produtores rurais,Pecuaristas e criadores de animais,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41553018,"0,84132",Masculino,70,60 anos ou +,GO,GOIÁS,Interior,Centro-Oeste,C2,Não,,Preta,Católica Apostólica Romana,Analfabeto/Saber ler/Primário,Preta,Católica Apostólica Romana,Mais à esquerda,Preocupado(a),Mais ou menos,NO MUNDO TODO,Não,Causado principalmente pela ação humana,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Não sabe,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,,Não,Não,Não,Não,Sim,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Pior,Não,Sim,Não,Não,Sim,Não,Não,Sim,,Não,,,Sim,,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41553094,"0,225861",Masculino,36,35 a 44 anos,GO,ANÁPOLIS,Interior,Centro-Oeste,A,Sim,3ª série do Ensino Médio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Um pouco preocupado(a),Mais ou menos,INDÚSTRIAS,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Não,Sim,,,Sim,Não,Sim,,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Não,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Grandes produtores rurais,Madeireiros,Estão iguais,Discorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41553147,"0,305515",Masculino,47,45 a 59 anos,GO,GOIANIRA,Interior,Centro-Oeste,B2,Sim,Superior completo,Parda,Católica Apostólica Romana,Superior,Parda,Católica Apostólica Romana,Não respondeu,Muito preocupado(a),Muito,DESTRUIÇÃO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não respondeu,Os governos,Empresas e indústrias,As ONGs de meio ambiente,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41553157,"0,387447",Feminino,56,45 a 59 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,B2,Sim,Superior completo,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Superior,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Um pouco preocupado(a),Um pouco,DESMATAMENTO,Não,Resultado de mudanças naturais do meio ambiente,Não,Não,Sim,Sim,Sim,Não,Não,,,Sim,Sim,Não,,,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,As ONGs de meio ambiente,Não sabe,Sim,Não,Sim,Não,Não,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41553272,"1,093957",Masculino,38,35 a 44 anos,GO,CALDAZINHA,Interior,Centro-Oeste,C2,Sim,6ª série ou 7º ano do Fundamental,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Ginásio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Sim,Sim,,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Sim,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Pior,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,,Sim,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41553587,"0,927359",Feminino,34,25 a 34 anos,GO,ABADIA DE GOIÁS,Interior,Centro-Oeste,DE,Sim,6ª série ou 7º ano do Fundamental,Preta,Católica Apostólica Romana,Ginásio,Preta,Católica Apostólica Romana,No centro,Preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Políticos,Diminuíram,Concorda em parte,Concorda totalmente,Concorda em parte,Não concorda nem discorda,Discorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Melhor,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Sim,Sim,Não,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Outro meio,Asfaltada/Pavimentada,Fundamental I completo/Fundamental II incompleto,,,,,,,,
41553902,"0,468404",Feminino,45,45 a 59 anos,GO,NOVO PLANALTO,Interior,Centro-Oeste,C1,Sim,3ª série do Ensino Médio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Preocupado(a),Um pouco,O TEMPO MAIS QUENTE,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não sabe,Sim,Sim,Não,Não,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Ambos (Esp.),,,,Diminuíram,Não concorda nem discorda,Não concorda nem discorda,Concorda em parte,Discorda em parte,Não sabe,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Não respondeu,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Sim,Não,Não,Não,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41553943,"0,385886",Feminino,59,45 a 59 anos,GO,GOIANÉSIA,Interior,Centro-Oeste,B1,Não,,Parda,Católica Apostólica Romana,Analfabeto/Saber ler/Primário,Parda,Católica Apostólica Romana,No centro,Preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Madeireiros,Garimpeiros,Indígenas,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Não concorda nem discorda,Igual,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41554018,"0,242777",Feminino,31,25 a 34 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,B2,Sim,3ª série do Ensino Médio,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Muito preocupado(a),Mais ou menos,DESMATAMENTO/LIXO,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Outros responsáveis,Madeireiros,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,,Sim,Sim,,Não,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41554138,"1,110249",Feminino,53,45 a 59 anos,GO,URUAÇU,Interior,Centro-Oeste,DE,Sim,8ª série ou 9º ano do Fundamental,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Ginásio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Muito preocupado(a),Mais ou menos,DESTRUIÇÃO,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não respondeu,Os governos,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Madeireiros,Políticos,Grandes produtores rurais,Não sabe,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,Discorda totalmente,Não respondeu,Não,Não,Não,Não,Não,Sim,Não,Sim,,,,,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41554841,"0,530078",Masculino,53,45 a 59 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,C1,Sim,3ª série do Ensino Médio,Branca,É religioso mas não segue nenhuma / Agnóstico,Colegial,Branca,É religioso mas não segue nenhuma / Agnóstico,Não respondeu,Preocupado(a),Mais ou menos,CLIMA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Garimpeiros,Pecuaristas e criadores de animais,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,,Sim,,Não,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41554854,"0,699472",Feminino,37,35 a 44 anos,GO,APARECIDA DE GOIÂNIA,Interior,Centro-Oeste,DE,Sim,3ª série do Ensino Médio,Parda,Católica Apostólica Romana,Colegial,Parda,Católica Apostólica Romana,Mais à direita,Um pouco preocupado(a),Mais ou menos,QUEIMADAS,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não sabe,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Pequenos agricultores,Garimpeiros,Madeireiros,Aumentaram,Concorda totalmente,Concorda em parte,Não sabe,Não sabe,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Não sabe,Pior,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Sim,Sim,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Poço ou nascente,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41554936,"0,788906",Feminino,48,45 a 59 anos,ES,ÁGUIA BRANCA,Interior,Sudeste,B1,Sim,Superior completo,Parda,"Kardecista, espírita",Superior,Parda,"Kardecista, espírita",Mais à esquerda,Muito preocupado(a),Muito,CALOR,Sim,Causado principalmente pela ação humana,Sim,Não sabe,Não,Não,Não,Não,Não,Sim,,,,,,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Melhor,Não,Sim,Sim,Não,Não,Não,Não,Não,,Sim,Sim,,,,,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41555324,"0,530078",Masculino,48,45 a 59 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,C2,Sim,3ª série do Ensino Médio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Muito preocupado(a),Muito,DESTRUIÇÃO,Sim,Ambos (Esp.),Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,,,Não,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,,,,,,,,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41555356,"0,261785",Masculino,26,25 a 34 anos,GO,GOIÂNIA,Capital RM,Centro-Oeste,B2,Sim,Superior completo,Branca,É religioso mas não segue nenhuma / Agnóstico,Superior,Branca,É religioso mas não segue nenhuma / Agnóstico,Não respondeu,Um pouco preocupado(a),Mais ou menos,GASES DO EFEITO ESTUFA,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Políticos,Grandes produtores rurais,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,,Sim,Não,,,,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
